retailer_moniker,shipment_count,order_count,return_count,shipments_production_cost_usd,orders_production_cost_usd,returns_production_cost_usd,total_production_cost_usd,consumption_cost_usd,consumption_slot_hours,query_count,first_query_date,last_query_date,query_days_active,avg_queries_per_day,total_cost_usd,consumption_to_production_ratio,consumption_pct_of_total
tourneau,589,2095,0,0.05,0.03,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
hytest,576,1452,131,0.05,0.02,0.01,0.08,0.0,0.0,6,2025-09-19,2025-10-20,32,0.19,0.08,0.0,0.0
honeywellhome,654,1470,0,0.06,0.02,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
returnse2etest-accessibilityflow,58,2538,754,0.0,0.03,0.05,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
swimsuitsforall,908,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
publicrecapparel,904,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
ste-michelle,981,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
tekmat,685,1314,0,0.06,0.02,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
bludot,923,0,0,0.08,0.0,0.0,0.08,0.0,0.0,0,,,1,0.0,0.08,0.0,0.0
skullhooker,629,1235,0,0.05,0.02,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
tiffany-servicing,375,369,618,0.03,0.0,0.04,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
whitewaterfish,613,1166,131,0.05,0.01,0.01,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
wethenew,856,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
returnse2etest-policies,54,1650,834,0.0,0.02,0.05,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
cora,827,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
bettinardi,802,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
gozneyeu,429,2170,0,0.04,0.03,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
sunreedinstrumentszygle0vbjn,319,3336,0,0.03,0.04,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
highcampsupply,843,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
sudharsun-test-2022,0,6003,0,0.0,0.07,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
moniquelhuillier,494,2247,0,0.04,0.03,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
pinkstork,809,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
yellowbox,811,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
namuk-eu,0,6030,0,0.0,0.07,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
mooseknuckles-dev,852,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
unitedbyblue,876,0,0,0.07,0.0,0.0,0.07,0.0,0.0,0,,,1,0.0,0.07,0.0,0.0
kohlerpreprod,0,4647,132,0.0,0.06,0.01,0.06999999999999999,0.0,0.0,0,,,1,0.0,0.06999999999999999,0.0,0.0
jaeger-lecoultre,565,906,56,0.05,0.01,0.0,0.060000000000000005,0.004799999999999999,0.0,123,2025-09-08,2025-10-14,37,3.32,0.0648,0.08,0.0741
foxnewswineshop,650,1186,0,0.05,0.01,0.0,0.060000000000000005,0.0,0.0,0,,,1,0.0,0.060000000000000005,0.0,0.0
steineroptics,598,574,0,0.05,0.01,0.0,0.060000000000000005,0.0,0.0,0,,,1,0.0,0.060000000000000005,0.0,0.0
ameristep,572,914,0,0.05,0.01,0.0,0.060000000000000005,0.0,0.0,0,,,1,0.0,0.060000000000000005,0.0,0.0
bossbuck,614,1044,0,0.05,0.01,0.0,0.060000000000000005,0.0,0.0,0,,,1,0.0,0.060000000000000005,0.0,0.0
babytulauk,90,4124,0,0.01,0.05,0.0,0.060000000000000005,0.0,0.0,0,,,1,0.0,0.060000000000000005,0.0,0.0
returnse2etest-photoupload,24,1176,780,0.0,0.01,0.05,0.060000000000000005,0.0,0.0,0,,,1,0.0,0.060000000000000005,0.0,0.0
argent,751,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
reebok,686,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
pitviper,661,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
truelinkswear-ca,452,1214,0,0.04,0.02,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
asiogear,666,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
returnse2etest-defaultreturnsflow,108,1273,404,0.01,0.02,0.03,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
yetieurope,763,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
trxeu,16,4946,0,0.0,0.06,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
sothebys,745,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
mykudos,662,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
boutiquerugs,675,0,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
returnse2etest-claims-shipment-view,738,323,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
annieselke,659,3,0,0.06,0.0,0.0,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
returnse2etest-mail,36,1816,561,0.0,0.02,0.04,0.06,0.0,0.0,0,,,1,0.0,0.06,0.0,0.0
nestle,650,0,0,0.05,0.0,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
jackvictor,375,1835,0,0.03,0.02,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
owletcare,550,0,0,0.05,0.0,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
centerwellreturnstest,0,4368,0,0.0,0.05,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
polaroideyewear,325,1484,13,0.03,0.02,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
hockeymonkeyca,141,2204,162,0.01,0.03,0.01,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
rodanandfieldsca,248,307,528,0.02,0.0,0.03,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
qa-vf-icebreakeremea,169,1359,279,0.01,0.02,0.02,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
qa-vf-thenorthfacenora,136,2684,84,0.01,0.03,0.01,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
qa-vf-icebreakernora,123,2044,138,0.01,0.03,0.01,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
dormezvous,0,3669,0,0.0,0.05,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
carreraworldeu,297,1419,0,0.03,0.02,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
darphin,539,0,0,0.05,0.0,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
easton,169,0,556,0.01,0.0,0.04,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
rockport,612,0,0,0.05,0.0,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
babytulapl,407,1299,0,0.03,0.02,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
ergobabyes,459,957,48,0.04,0.01,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
skylar,536,0,0,0.05,0.0,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
mooregilesdtcstoreag8xqzh51k,0,4273,0,0.0,0.05,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
ds18,596,0,0,0.05,0.0,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
apc,614,0,0,0.05,0.0,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
deltachildrenparts,356,1812,0,0.03,0.02,0.0,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
returnse2etest-preferences,83,618,406,0.01,0.01,0.03,0.05,0.0,0.0,0,,,1,0.0,0.05,0.0,0.0
qa-vf-eastpak-warranty,370,1060,55,0.03,0.01,0.0,0.04,0.0027,0.05,87,2025-10-20,2025-10-20,1,87.0,0.0427,0.0675,0.0632
qa-vf-dickieslife,129,894,109,0.01,0.01,0.01,0.03,0.011900000000000004,0.17999999999999997,64,2025-09-29,2025-09-29,1,64.0,0.04190000000000001,0.3967,0.284
joann,521,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
ma28online,0,3285,0,0.0,0.04,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
urbde,0,3086,0,0.0,0.04,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
oroton,497,3,1,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
daitool,307,1028,0,0.03,0.01,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
cardinale,461,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
lofta,502,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
billlewis,365,724,0,0.03,0.01,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
autozone-qa,396,889,0,0.03,0.01,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
notchequipment,360,1058,0,0.03,0.01,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
sterlingrope,222,1406,0,0.02,0.02,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
graceandlace,482,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
lokoya,430,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
returnse2etest-printerless,1,1582,323,0.0,0.02,0.02,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
zalahair,495,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
valken,416,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
tyr-teams,263,655,128,0.02,0.01,0.01,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
fable,527,0,0,0.04,0.0,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
namuk-us,342,794,0,0.03,0.01,0.0,0.04,0.0,0.0,0,,,1,0.0,0.04,0.0,0.0
nike-dotswoosh,225,475,4,0.02,0.01,0.0,0.03,0.0013,0.01,26,2025-09-12,2025-10-03,22,1.18,0.0313,0.0433,0.0415
qa-manscaped,3,2373,0,0.0,0.03,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
justfabtest,11,2213,0,0.0,0.03,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
louisxiii-cognac,299,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
thepulseboutique,315,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
stanley1913au,403,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
nanajaqueline,338,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
mypurina,400,398,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
cole-haan,2,2628,0,0.0,0.03,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
lulifama-eu,169,1475,0,0.01,0.02,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
nouhausinc,239,767,0,0.02,0.01,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
lowes,364,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
mooreandgiles,57,1331,152,0.0,0.02,0.01,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
ellos,330,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
herbalifenutritionpmmx,405,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
newarchery,229,436,0,0.02,0.01,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
order-gift,336,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
kinoclothing,211,763,0,0.02,0.01,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
bedbathandbeyond,369,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
victoriabeckhamus,0,2097,0,0.0,0.03,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
elielcycling,330,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
cbg,326,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
davidsbridal-migration,1,2185,0,0.0,0.03,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
ergobabyeu,122,1313,0,0.01,0.02,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
returnse2etest-refundoptionsstatic,21,1178,388,0.0,0.01,0.02,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
hunterspec,288,563,0,0.02,0.01,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
peacock,181,424,0,0.02,0.01,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
enve,405,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
dexcom,359,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
titandistributorsinc,340,0,0,0.03,0.0,0.0,0.03,0.0,0.0,0,,,1,0.0,0.03,0.0,0.0
miku,289,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
bravotv,81,1170,2,0.01,0.01,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
eightsleeptest,180,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
donnabellahair,187,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
shopcuup,242,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
mg,192,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
bluemercurystaging,1,1591,0,0.0,0.02,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
titan,260,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
purinaproclub,245,243,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
feyenoord,289,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
uk-gympluscoffee,293,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
bruichladdich,201,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
adidas,263,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
kvdbeauty,234,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
revolutionbeauty,230,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
peasedoors,240,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
rugs,196,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
qa-vf-icebreakerapac,2,1998,0,0.0,0.02,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
marriott-premium-preprod,134,378,166,0.01,0.0,0.01,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
holtrenfrew,242,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
nuskin,295,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
meermin,236,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
bellabelleshoes,233,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
partycity,224,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
carreraworld,81,422,0,0.01,0.01,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
minidreamers,281,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
kuvings,202,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
bellini,155,569,0,0.01,0.01,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
utilitydirect,175,572,0,0.01,0.01,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
itohkyuemon,260,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
baobabcollection-us,202,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
prathamesh-dev-narvar,1,1738,0,0.0,0.02,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
unicornegg,207,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
springvalleyvineyard,226,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
lug,233,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
tailorvintage,207,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
jimmyliones,294,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
gorillabatstxvcd7hpbt,0,1343,0,0.0,0.02,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
glamseamlesshair,199,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
allbirds-ca,195,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
papermart,225,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
returnse2etest-storelocations,0,594,199,0.0,0.01,0.01,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
4life,267,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
returnse2etest-simplereturn,0,0,328,0.0,0.0,0.02,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
heydude-detest,4,1358,7,0.0,0.02,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
orage,237,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
returnse2etest-payment,16,884,201,0.0,0.01,0.01,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
returnse2etest-webhooks,168,289,168,0.01,0.0,0.01,0.02,0.0,0.0,0,,,1,0.0,0.02,0.0,0.0
francescas,3,0,0,0.0,0.0,0.0,0.0,0.01730000000000001,0.33000000000000007,22,2025-09-16,2025-09-16,1,22.0,0.01730000000000001,,1.0
morphe,113,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
zink,76,151,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
buckbomb,72,141,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
stix,76,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
returnse2etest-i18nflow,0,1087,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
fiorucci-stg,12,593,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
hankypanky,153,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
hairtalkusa,103,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
tenzing,69,129,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
halocouture,112,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
heydude-frtest,0,560,1,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
brylanehome,145,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
returnse2etest-eligibilityrules,0,478,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
jins,90,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
tanishq,76,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
returnse2etest-soyo,0,402,198,0.0,0.0,0.01,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
sunglasshut,69,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
bitsbox,96,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
hillspet,3,767,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
psychobunny,176,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
returnse2etest-bu,0,539,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
elevated-again,24,896,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
northstarwinery,96,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
heydude-eutest,1,678,2,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
gpsbags,92,171,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
revantoptics,65,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
horizonbrands,129,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
shopsupercenter,67,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
outwardhound,104,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
balsamhilluk,148,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
gorewearnorthamericastaging6cy9g6mz7d,0,505,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
pangaia,176,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
navamd,63,27,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
ultimateears,46,0,130,0.0,0.0,0.01,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
harmankardon,135,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
proflowers,71,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
wolverinemarketplace,57,0,179,0.0,0.0,0.01,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
ross-simons,125,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
gucci,127,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
nestlepurina,137,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
heydude-uktest,0,569,6,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
ergobabyie,7,428,22,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
rrproducts,107,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
culturekings-au,141,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
toughbuilt,147,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
solostoveeu,66,319,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
vuoriclothing-sandbox,51,1180,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
theoryoutlet,166,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
integrabeauty,142,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
steelshad,61,109,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
samsclub,135,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
ouidad,73,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
nicandzoestaging,0,714,0,0.0,0.01,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
miracle miles,86,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
cbdfxuk,113,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
dels,101,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
ergobabyit,119,246,17,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
mafiaoutdoors,61,0,0,0.01,0.0,0.0,0.01,0.0,0.0,0,,,1,0.0,0.01,0.0,0.0
